code	name
O81.2	Õõnetangsünnitus pöördega
O81.3	Muu ja täpsustamata tangsünnitus
O81.4	Vaakumekstraktsioon; Vaakumekstraktor-sünnitus
O81.5	Sünnitus tangide ja vaakumekstraktori kombinatsiooniga
O82	Keisrilõikega üksiksünnitus
O82.0	Valikulise keisrilõikega sünnitus; Teisiti täpsustamata korduv keisrilõige
O82.1	Erakorraline keisrilõikesünnitus
O82.2	Emakaeemalduse e abdominaalse hüsterektoomiaga sünnitus
O82.8	Keisrilõikega muu üksiksünnitus
O82.9	Täpsustamata keisrilõikega sünnitus
O83	Muul viisil abistatud üksiksünnitus
O83.0	Tuharseisekstraktsioon
O83.1	Muul viisil abistatud tuharseissünnitus; Teisiti täpsustamata tuharseissünnitus
O83.2	Muu menetluseabistatud sünnitus; Pööre e versioon ekstraktsiooniga
O83.3	Eluvõimelise vililase sünnitus kõhuõõneraseduse puhul
O83.4	Purustav operatsioon sünnituse korral; Kleidotoomia e rangluuläbilõikus+sünnituse kergendamiseks; Kraniotoomia e koljuavamine+sünnituse kergendamiseks; Embrüotoomia e lootetükeldus+sünnituse kergendamiseks
O83.8	Muu täpsustatud abistatud üksiksünnitus
O83.9	Täpsustamata abistatud üksiksünnitus; Teisiti täpsustamata abistatud sünnitus
O84	Mitmiksünnitus
O84.0	Mitmiksünnitus, kõik iseeneslikud
O84.1	Mitmiksünnitus, kõik tangide või vaakumekstraktoriga
O84.2	Mitmiksünnitus, kõik keisrilõikega
O84.8	Muu mitmiksünnitus; Mitmiksünnitus kombineeritud menetlustega
O84.9	Täpsustamata mitmiksünnitus
O85	Sünnitusjärgne sepsis; Sünnitusjärgne endometriit; Sünnitusjärgne palavik; Sünnitusjärgne peritoniit; Sünnitusjärgne septitseemia
O85-O92	Peamiselt puerpeeriumiga e sünnitusjärgse perioodiga seotud tüsistused
O86	Muud sünnitusjärgse perioodi nakkused
O86.0	Sünnitusabikirurgilise haava nakkus; Sünnitusele järgnev infitseeritud keisrilõikehaav; Sünnitusele järgnev infitseeritud lahklihaõmblus
O86.1	Sünnitusele järgnev suguelundite muu nakkus; Sünnitusele järgnev+tservitsiit e emakakaelapõletik; Sünnitusele järgnev+vaginiit e tupepõletik
O86.2	Sünnitusele järgnev kuseelundite nakkus; Sünnitusele järgnevad seisundid jaotistes N10-N12, N15.**, N30.**, N34.** ja alajaotises N39.0
O86.3	Sünnitusele järgnevad kuse-suguelundite muud nakkused; Teisiti täpsustamata kuse-suguelundite sünnitusjärgse perioodi nakkus
O86.4	Sünnitusele järgnev tundmata päritoluga palavikulisus; Sünnitusjärgse perioodi+teisiti täpsustamata nakkus; Sünnitusjärgse perioodi+teisiti täpsustamata palavikulisus
O86.8	Muud täpsustatud sünnitusjärgse perioodi nakkused
O87	Sünnitusjärgse perioodi veenitüsistused
O87.0	Sünnitusjärgse perioodi pindmine trombofleblit e trombveenipõletik
O87.1	Süva flebotromboos sünnitusjärgses perioodis; Süvaveeni tromboos sünnitusjärgses perioodis; Vaagna tromboflebiit sünnitusjärgses perioodis
O87.2	Hemorroidid sünnitusjärgses perioodis
O87.3	Peaaju veenitromboos sünnitusjärgses perioodis; Tserebrovenoosse siinuse tromboos sünnitusjärgses perioodis
O87.8	Muud veenitüsistused sünnitusjärgses perioodis; Genitaal- e suguelunditevaariksid sünnitusjärgses perioodis
O87.9	Täpsustamata veenitüsistused sünnitusjärgses perioodis; Sünnitusjärgne teisiti täpsustamata+flebiit e veenipõletik; Sünnitusjärgne teisiti täpsustamata+flebopaatia e veenihaigustus; Sünnitusjärgne teisiti täpsustamata+tromboos
O88	Sünnitusabiemboolia
O88.0	Sünnitusabiga seotud õhkemboolia
O88.1	Lootevee-emboolia
O88.2	Sünnitusabiga seotud trombemboolia; Teisiti täpsustamata sünnitusabiga seotud (kopsuarteri-) emboolia; Teisiti täpsustamata sünnitusjärgne (kopsuarteri-) emboolia
O88.3	Sünnitusabiga seotud püeemiline ja septiline emboolia
O88.8	Muu sünnitusabiemboolia; Sünnitusabiga seotud rasvemboolia
O89	Sünnitusjärgse perioodi anesteesiatüsistused
O89.0	Sünnitusjärgse perioodi anesteesiatekkesed kopsutüsistused; Aspiratsioonipneumoonia+anesteesia tõttu sünnitusjärgses perioodis; Maosisu või teisiti täpsustamata maonõre sissehingamine+anesteesia tõttu sünnitusjärgses perioodis; Mendelsoni sündroom+anesteesia tõttu sünnitusjärgses perioodis; Kopsukollaps+anesteesia tõttu sünnitusjärgses perioodis
O89.1	Sünnitusjärgse perioodi anesteesia tekkesed südametüsistused; Sünnitusjärgse perioodi anesteesia tekkene südame-+seiskus; Sünnitusjärgse perioodi anesteesia tekkene südame-+puudulikkus
O89.2	Sünnitusjärgse perioodi anesteesia tekkesed kesknärvisüsteemi tüsistused; Sünnitusjärgse perioodi anesteesia tekkene peaajuanoksia e -hapnikuvaegus
O89.3	Sünnitusjärgse perioodi paikse anesteesia toksiline reaktsioon
O89.4	Sünnitusjärgse perioodi spinaal- ja epiduraalanesteesia tekkene peavalu
O89.5	Sünnitusjärgse perioodi spinaal- ja epiduraalanesteesia tekkesed muud tüsistused
O89.6	Sünnitusjärgse perioodi ebaõnnestunud või raske intubatsioon
O89.8	Sünnitusjärgse perioodi anesteesia tekkesed muud tüsistused
O89.9	Sünnitusjärgse perioodi anesteesia tekkesed täpsustamata tüsistused
O90	Mujal klassifitseerimata sünnitusjärgse perioodi tüsistused
O90.0	Keisrilõikehaava rebend
O90.1	Lahkliha sünnitusabihaava rebend; Episiotoomiahaava rebend; Lahkliharebendi haava rebend; Teisene lahkliharebend
O90.2	Sünnitusabihaava hematoom
O90.3	Sünnitusjärgse perioodi kardiomüopaatia; Seisundid jaotises I42.**
O90.4	Sünnitusjärgne äge neerupuudulikkus; Sünnitamisele ja sünnitusele järgnev hepatorenaalsündroom
O90.5	Sünnitusjärgne tür[e]oidiit e kilpnäärmepõletik
O90.8	Mujal klassifitseerimata sünnitusjärgse perioodi muud tüsistused; Platsentapolüüp
O90.9	Sünnitusjärgse perioodi täpsustamata tüsistus
O91	Sünnitusega seotud rinna nakkused
O91.0	Sünnitusega seotud rinnanibu nakkus; Rasedusaegne rinnanibuabstsess; Sünnitusjärgse perioodi rinnanibuabstsess
O91.1	Sünnitusega seotud rinnaabstsess; Rasedusaegne või sünnitusjärgse perioodi+rinnaabstsess; Rasedusaegne või sünnitusjärgse perioodi+mädane mastiit e rinnapõletik; Rasedusaegne või sünnitusjärgse perioodi+subareolaarabstsess e nibuväljakesealune abstsess
O91.2	Sünnitusega seotud mädata mastiit; Rasedusaegne või sünnitusjärgse perioodi+rinna lümfangiit; Rasedusaegne või sünnitusjärgse perioodi+teisiti täpsustamata mastiit; Rasedusaegne või sünnitusjärgse perioodi+interstitsiaalne mastiit; Rasedusaegne või sünnitusjärgse perioodi+parenhümatoosne mastiit
O92	Sünnitusega seotud rinna muud haigusseisundid ja laktatsioonihäired
O92.0	Sünnitusega seotud sissetõmbunud rinnanibu
O92.1	Sünnitusega seotud lõhenenud rinnanibu; Rasedusllk või sünnitusjärgse perioodi rinnanibulõhe
O92.2	Sünnitusega seotud rinna muud ja täpsustamata haigusseisundid
O92.3	Piimatus e agalaktia; Esmane e primaarne piimatus
O92.4	Vaegpiimasus e hüpogalaktia
O92.5	Laktatsioonipeetus; Valikuline e elektiivne piimatus; Teisene e sekundaarne piimatus; Raviotstarbeline piimatus
O92.6	Piimavoolus e galaktorröa
O92.7	Muud ja täpsustamata laktatsioonihäired; Sünnitusjärgse perioodi piimtsüst e galaktotseele
O95	Sünnitusabiga seotud täpsustamata põhjusega surm; Ema surm täpsustamata põhjusel raseduse, sünnitamise, sünnituse või sünnitusjärgse perioodi vältel
O95-O99	Mujal klassifitseerimata sünnitusabiga seotud muud seisundid
O96	Sünnitusabiga seotud mistahes põhjusega surm ajavahemikul 42 päeva kuni üks aasta pärast sünnitust
O97	Surm sünnitusabiga seotud otseste põhjuste jääknähtude tõttu; Surm mistahes otsesel sünnitusabiga seotud põhjusel, mis esineb aasta või rohkem pärast sünnitust
O98	Ema mujal klassifitseeritud kuid rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad nakkus- ning parasiithaigused
O98.0	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistav tuberkuloos; Seisundid A15-A19
O98.1	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistav süüfilis; Seisundid A50-A53
O98.2	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistav gonorröa; Seisundid A54.**
O98.3	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad muud peamiselt suguliselt levivad nakkused; Seisundid A55-A64
O98.4	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistav viirushepatiit; Seisundid B15-B19
O98.5	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad muud viirushaigused; Seisundid A80-B09,B25-B34
O98.6	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad algloomhaigused; Seisundid B50-B64
O98.8	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad ema muud nakkus- ja parasiithaigused
O98.9	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad ema täpsustamata nakkus- ja parasiithaigused
O99	Ema mujal klassifitseeritud kuid rasedust, sünnitust ja sünnitusjärgse perioodi tüsistavad muud haigused
O99.0	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistav aneemia; Seisundid D50-D64
O99.1	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad muud vere- ja vereloomeelundite haigused ning teatavad immuunmehhanismidega seotud haigusseisundid; Seisundid D65-D89
O99.2	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad sisesekretsiooni-, toitumis- ja ainevahetushaigused; Seisundid E00-E90
O99.3	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad psüühikahäired ja närvisüsteemihaigused; Seisundid F00-F99 ja G00-G99
O99.4	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad vereringeelundite haigused; Seisundid I00-I99
O99.5	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad hingamiselundite haigused; Seisundid J00-J99
O99.6	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad seedimiselundite haigused; Seisundid K00-K93
O99.7	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad naha ja nahaaluskoe haigused; Seisundid L00-L99
O99.8	Rasedust, sünnitust ja sünnitusjärgset perioodi tüsistavad muud täpsustatud haigused ja seisundid; O99.0-O99.7 alla klassifitseeritavate seisundite kombinatsioon; Seisundid C00-D48,H00-H95,M00-M99,N00-N99 jaQ00-Q99
P00	Vililane või vastsündinu, kahjustatud ema seisundi tõttu, mis ei pruugi seostuda selle rasedusega
P00.0	Vililane või vastsündinu, kahjustatud ema hüpertensiivsetest haigusseisunditest; Vililane või vastsündinu, kahjustatud O10-O11, O13-O16 alla klassifitseeritavatest ema seisunditest
P00.1	Vililane või vastsündinu, kahjustatud ema neeru- ja kuseteede haigustest; Vililane või vastsündinu, kahjustatud N00-N39 alla klassifitseeritavatest ema seisunditest
P00.2	Vililane või vastsündinu, kahjustatud ema nakkus- ja parasiithaigustest; A00-B99 ja J09-J11 alla klassifitseeritavast ema nakkushaigusest kahjustatud vililane või vastsündinu, kes seda haigust ise ei põe
P00.3	Vililane või vastsündinu, kahjustatud ema muudest vereringe-ja hingamiselundite haigustest; Vililane või vastsündinu, kahjustatud I00-I99, J00-J99, Q20-Q34 alla klassifitseeritavatest ema seisunditest ja P00.0, P00.2 alla mitte kuuluv
P00.4	Vililane või vastsündinu, kahjustatud ema väärtoitumusest; Vililane või vastsündinu, kahjustatud E40-E64 alla klassifitseeritavatest ema haigusseisunditest; Ema väärtoitumus
P00.5	Vililane või vastsündinu, kahjustatud ema traumast; Vililane või vastsündinu, kahjustatud S00-T79 alla klassifitseeritavatest ema seisunditest
P00.6	Vililane või vastsündinu, kahjustatud ema kirurgilisest menetlusest
P00.7	Vililane või vastsündinu, kahjustatud ema muudest mujal klassifitseerimata meditsiinilistest menetlustest; Vililane või vastsündinu, kahjustatud ema radioloogilistest menetlustest
P00.8	Vililane või vastsündinu, kahjustatud ema muudest seisunditest; Vililane või vastsündinu, kahjustatud+T80-T88 all klassifitseeritud seisunditest; Vililane või vastsündinu, kahjustatud+ema suguelundite või muudest paiksetest nakkustest; Vililane või vastsündinu, kahjustatud+ema süsteemsest erütematoosluupusest
P00.9	Vililane või vastsündinu, kahjustatud ema täpsustamata seisunditest
P00-P04	Vililane või vastsündinu, kahjustatud ema seisundi ning raseduse, sünnitamise ja sünnituse tüsistuste tõttu
P00-P96	Perinataal- e sünniperioodis tekkivad teatavad seisundid
P01	Vililane või vastsündinu, kahjustatud ema rasedustüsistustest
P01.0	Vililane või vastsündinu, kahjustatud emakakaela puudulikkusest
P01.1	Vililane või vastsündinu, kahjustatud lootevee enneaegsest puhkemisest
P01.2	Vililane või vastsündinu, kahjustatud looteveevähesusest e oligohüdramnionist
P01.3	Vililane või vastsündinu, kahjustatud polühüdramnionist; Hüdramnion e looteveeliigsus
P01.4	Vililane või vastsündinu, kahjustatud emakavälisest rasedusest; Kõhuõõnerasedus
P01.5	Vililane või vastsündinu, kahjustatud mitmikrasedusest; Kolmik(rasedus); Kaksik(rasedus)
P01.6	Vililane või vastsündinu, kahjustatud ema surma tõttu
P01.7	Vililane või vastsündinu, kahjustatud sünnitamiseelse väärasetsuse tõttu; Sünnitamiseelne tuharseis; Sünnitamiseelne välimine pööre; Sünnitamiseelne näguseis; Sünnitamiseelne ristiseis; Sünnitamiseelne ebapüsiv seis
P01.8	Vililane või vastsündinu, kahjustatud ema muudest rasedustüsistustest; Iseeneslik abort, vililane
P01.9	Vililane või vastsündinu, kahjustatud ema täpsustamata rasedustüsistustest
P02	Vililane või vastsündinu, kahjustatud platsenta, nabaväädi või vililasekestade tüsistustest
P02.0	Vililane või vastsündinu, kahjustatud eesasetsevast platsentast
P02.1	Vililane või vastsündinu, kahjustatud muud laadi platsenta eraldumisest ja verejooksust; Platsentaabruptsioon e platsenta äkiline irdumine; Juhuslik verejooks; Sünnituseelne verejooks; Platsenta kahjustus amniotsenteesist, keisrilõikest või kirurgilisest indutseerimisest; Ema verekaotus; Platsenta enneaegne eraldumine
P02.2	Vililane või vastsündinu, kahjustatud platsenta muudest ja täpsustamata morfoloogilistest ja funktsionaalsetest anomaaliatest; Platsentadüsfunktsioon; Platsentainfarkt; Platsentapuudulikkus
P02.3	Vililane või vastsündinu, kahjustatud platsenta transfusioonisündroomidest; Ühelt kaksikult teisele või muu transplatsentaarne transfusioon tingituna platsenta või nabaväädi anomaaliast
P02.4	Vililane või vastsündinu, kahjustatud nabaväädi väljalangest
P02.5	Vililane või vastsündinu, kahjustatud nabaväädi muust kompressioonist; Nabaväät (tihedalt) ümber kaela; Sassiläinud nabaväät; Nabaväädi sõlm
P02.6	Vililane või vastsündinu, kahjustatud nabaväädi muudest ja täpsustamata seisunditest; Lühike nabaväät; Eesasetsevad veresooned
P02.7	Vililane või vastsündinu, kahjustatud korioamnioniidist; Amnionipõletik e amnioniit; Kestade põletik e membraniit; Platsentapõletik e platsentiit
P02.8	Vililane või vastsündinu, kahjustatud vililasekestade muudest anomaaliatest
P02.9	Vililane või vastsündinu, kahjustatud vililasekestade täpsustamata anomaaliast
P03	Vililane või vastsündinu, kahjustatud sünnitamise ja sünnituse muudest tüsistusest
P03.0	Vililane või vastsündinu, kahjustatud tuharseisust ja ekstraktsioonist
P03.1	Vililane või vastsündinu, kahjustatud muust väärasetsusest, väärseisust või disproportsioonist sünnitamisel ja sünnitusel; Kitsas vaagen; Vililane või vastsündinu, kahjustatud O64-O66 alla klassifitseeritud seisunditest; Püsiv kukalseisu tagumine teisend; Ristiseis
P03.2	Vililane või vastsündinu, kahjustatud tangsünnitusest
P03.3	Vililane või vastsündinu, kahjustatud vaakumekstraktor-sünnitusest
P03.4	Vililane või vastsündinu, kahjustatud keisrilõikest
P03.5	Vililane või vastsündinu, kahjustatud äkksünnitusest; Sünnituse kiire teine staadium
P03.6	Vililane või vastsündinu, kahjustatud ebanormaalsetest emakakontraktsioonidest; Vililane või vastsündinu, kahjustatud O62.**, v.a O62.3 all klassifitseeritud seisunditest; Ülitugevad tuhud; Emakainertsus e -loidus
P03.8	Vililane või vastsündinu, kahjustatud muudest sünnitamise ja sünnituse täpsustatud tüsistustest; Ema pehmete kudede anomaalia; Sünnitust hõlbustav destruktiivne e purustav operatsioon; Vililane või vastsündinu, kahjustatud O65-O75 all klassifitseeritavatest seisunditest ja P02.** ning P03.0-P03.6 all mainimata sünnitamisel ja sünnitusel kasutatud menetlustest; Sünnitamise esilekutsumine e induktsioon
P03.9	Vililane või vastsündinu, kahjustatud sünnitamise ja sünnituse täpsustamata tüsistusest
P04	Vililane või vastsündinu, kahjustatud platsenta või rinnapiima kaudu kahjulikest mõjuritest
P04.0	Vililane või vastsündinu, kahjustatud ema raseduse ja sünnitamise/sünnituse puhusest anesteesiast või analgeesiast; Emale sünnitamise /sünnituse vältel manustatud opiaatide ja trankvillisaatorite reaktsioonid ja intoksikatsioonid
P04.1	Vililane või vastsündinu, kahjustatud emale muude medikamentide manustusest; Vähi kemoteraapia; Tsütotoksilised ravimid
P04.2	Vililane või vastsündinu, kahjustatud ema tubakakasutusest
P04.3	Vililane või vastsündinu, kahjustatud ema alkoholitarvitusest
P04.4	Vililane või vastsündinu, kahjustatud ema sõltuvusravimite kasutusest
P04.5	Vililane või vastsündinu, kahjustatud ema keemiliste toidulisandite kasutusest
P04.6	Vililane või vastsündinu, kahjustatud ema väliskeskkonna keemilistele ainetele eksponeeritusest
P04.8	Vililane või vastsündinu, kahjustatud emale toiminud muudes kahjulikest teguritest
P04.9	Vililane või vastsündinu, kahjustatud täpsustamata kahjulike tegurite toimest emale
P05	Vililase aeglane kasv ja väärtoitumus
P05.0	Väike sünnikaal raseduskestuse kohta; Raseduskestuse kohta kerge
P05.1	Väike kasv raseduskestuse kohta; Raseduskestuse kohta väike; Raseduskestuse kohta väike ja kerge
P05.2	Vililase väärtoitumus, mainimata kas kerge või väike raseduskestuse kohta; Vastsündinu, raseduskestuse kohta ei kerge ega väike, vililase väärtoitumuse selliste tunnustega, nagu kuiv ketendav nahk ja nahaaluskoe vähenemine
P05.9	Täpsustamata aeglane vililase kasv; Teisiti täpsustamata vililase kasvupeetus
P05-P08	Raseduskestuse ja vililase kasvuga seotud haigusseisundid
P07	Mujal klassifitseerimata lühiaegse raseduse ja madala sünnikaaluga seotud haigusseisundid
P07.0	Äärmiselt madal sünnikaal; Sünnikaal 999 g või vähem
P07.01	Äärmiselt madal sünnikaal, Sünnikaal väiksem kui 500 grammi
P07.02	Äärmiselt madal sünnikaal, Sünnikaal 500-749 grammi
P07.03	Äärmiselt madal sünnikaal, Sünnikaal 750-999 grammi
P07.1	Muu madal sünnikaal; Sünnikaal 1000-2499 g
P07.11	Muu madal sünnikaal, Sünnikaal 1000-1499 grammi
